Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,1992,1992,°c,0.436,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,1993,1993,°c,1.014,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,1994,1994,°c,0.896,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,1995,1995,°c,0.178,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,1996,1996,°c,0.838,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,1997,1997,°c,1.066,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,1998,1998,°c,0.177,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,1999,1999,°c,0.063,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2000,2000,°c,0.502,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2001,2001,°c,1.04,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2002,2002,°c,1.377,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2003,2003,°c,0.387,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2004,2004,°c,0.952,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2005,2005,°c,0.276,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2006,2006,°c,0.032,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2007,2007,°c,0.205,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2008,2008,°c,0.688,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2009,2009,°c,1.399,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2010,2010,°c,0.791,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2011,2011,°c,0.529,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2012,2012,°c,0.99,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2013,2013,°c,-0.306,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2014,2014,°c,0.082,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2015,2015,°c,1.892,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2016,2016,°c,-0.384,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2017,2017,°c,1.116,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2018,2018,°c,2.425,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2019,2019,°c,0.977,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2020,2020,°c,1.475,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2021,2021,°c,0.899,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2022,2022,°c,-0.472,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7017,Mar–Apr–May,2023,2023,°c,2.162,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1961,1961,°c,0.555,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1962,1962,°c,-0.904,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1963,1963,°c,0.674,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1964,1964,°c,-1.529,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1965,1965,°c,0.958,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1966,1966,°c,0.1,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1967,1967,°c,-1.02,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1968,1968,°c,0.996,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1969,1969,°c,0.279,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1970,1970,°c,-0.06,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1971,1971,°c,-0.43,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1972,1972,°c,0.435,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1973,1973,°c,-0.073,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1974,1974,°c,0.072,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1975,1975,°c,0.044,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1976,1976,°c,-0.425,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1977,1977,°c,0.571,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1978,1978,°c,0.23,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1979,1979,°c,0.828,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1980,1980,°c,-0.368,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1981,1981,°c,0.417,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1982,1982,°c,0.728,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1983,1983,°c,-1.19,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1984,1984,°c,-1.518,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1985,1985,°c,0.671,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1986,1986,°c,1.239,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1987,1987,°c,0.532,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1988,1988,°c,-0.96,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1989,1989,°c,0.325,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1990,1990,°c,0.005,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1991,1991,°c,0.107,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1992,1992,°c,-0.184,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1993,1993,°c,-0.35,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1994,1994,°c,0.532,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1995,1995,°c,-0.081,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1996,1996,°c,-0.531,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1997,1997,°c,1.568,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1998,1998,°c,0.639,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,1999,1999,°c,0.037,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2000,2000,°c,-0.104,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2001,2001,°c,2.095,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2002,2002,°c,0.257,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2003,2003,°c,0.004,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2004,2004,°c,0.901,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2005,2005,°c,1.986,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2006,2006,°c,1.319,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2007,2007,°c,-1.957,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2008,2008,°c,0.535,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2009,2009,°c,-0.416,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2010,2010,°c,-0.236,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2011,2011,°c,-0.713,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2012,2012,°c,0.126,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2013,2013,°c,-0.258,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2014,2014,°c,1.08,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2015,2015,°c,2.225,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2016,2016,°c,0.0,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2017,2017,°c,2.823,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2018,2018,°c,-0.548,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2019,2019,°c,1.039,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2020,2020,°c,0.813,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2021,2021,°c,0.623,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2022,2022,°c,0.156,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7018,Jun–Jul–Aug,2023,2023,°c,1.455,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1961,1961,°c,1.012,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1962,1962,°c,0.001,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1963,1963,°c,-0.417,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1964,1964,°c,-0.998,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1965,1965,°c,-0.019,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1966,1966,°c,-0.865,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1967,1967,°c,0.996,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1968,1968,°c,1.053,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1969,1969,°c,-0.216,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1970,1970,°c,-0.383,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1971,1971,°c,1.085,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1972,1972,°c,-0.255,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1973,1973,°c,-0.733,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1974,1974,°c,-0.685,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1975,1975,°c,0.176,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1976,1976,°c,-0.334,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1977,1977,°c,1.562,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1978,1978,°c,0.793,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1979,1979,°c,-0.289,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1980,1980,°c,-0.142,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1981,1981,°c,0.156,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1982,1982,°c,0.412,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1983,1983,°c,0.422,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1984,1984,°c,0.516,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1985,1985,°c,1.229,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1986,1986,°c,0.622,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1987,1987,°c,0.01,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1988,1988,°c,-0.122,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1989,1989,°c,-0.006,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1990,1990,°c,0.941,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1991,1991,°c,0.496,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1992,1992,°c,-0.049,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1993,1993,°c,0.338,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1994,1994,°c,0.938,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1995,1995,°c,0.509,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1996,1996,°c,0.997,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1997,1997,°c,0.69,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1998,1998,°c,0.478,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,1999,1999,°c,0.663,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2000,2000,°c,0.104,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2001,2001,°c,0.937,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2002,2002,°c,1.202,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2003,2003,°c,0.574,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2004,2004,°c,0.359,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2005,2005,°c,0.152,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2006,2006,°c,0.788,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2007,2007,°c,1.197,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2008,2008,°c,1.126,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2009,2009,°c,0.327,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2010,2010,°c,0.091,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2011,2011,°c,0.899,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2012,2012,°c,1.762,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2013,2013,°c,1.021,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2014,2014,°c,2.101,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2015,2015,°c,-0.138,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2016,2016,°c,0.462,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2017,2017,°c,1.25,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2018,2018,°c,1.821,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2019,2019,°c,1.083,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2020,2020,°c,0.693,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2021,2021,°c,1.624,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2022,2022,°c,0.778,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7019,Sep–Oct–Nov,2023,2023,°c,0.516,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1961,1961,°c,0.384,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1962,1962,°c,-0.47,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1963,1963,°c,0.324,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1964,1964,°c,-0.764,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1965,1965,°c,0.176,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1966,1966,°c,-0.431,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1967,1967,°c,0.009,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1968,1968,°c,0.382,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1969,1969,°c,0.153,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1970,1970,°c,0.394,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1971,1971,°c,-0.317,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1972,1972,°c,0.255,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1973,1973,°c,-0.12,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1974,1974,°c,-0.047,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1975,1975,°c,0.034,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1976,1976,°c,-0.313,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1977,1977,°c,0.515,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1978,1978,°c,0.132,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1979,1979,°c,0.161,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1980,1980,°c,0.597,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1981,1981,°c,0.544,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1982,1982,°c,0.615,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1983,1983,°c,-0.011,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1984,1984,°c,0.134,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1985,1985,°c,0.453,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1986,1986,°c,0.786,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1987,1987,°c,0.36,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1988,1988,°c,-0.486,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1989,1989,°c,0.76,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1990,1990,°c,0.606,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1991,1991,°c,0.333,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1992,1992,°c,0.166,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1993,1993,°c,0.304,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1994,1994,°c,0.478,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1995,1995,°c,0.309,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1996,1996,°c,0.477,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1997,1997,°c,1.11,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1998,1998,°c,0.116,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,1999,1999,°c,0.079,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2000,2000,°c,0.358,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2001,2001,°c,1.255,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2002,2002,°c,0.629,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2003,2003,°c,0.321,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2004,2004,°c,0.454,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2005,2005,°c,0.804,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2006,2006,°c,0.582,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2007,2007,°c,0.135,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2008,2008,°c,0.728,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2009,2009,°c,0.509,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2010,2010,°c,0.292,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2011,2011,°c,0.502,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2012,2012,°c,0.901,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2013,2013,°c,0.218,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2014,2014,°c,1.256,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2015,2015,°c,1.11,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2016,2016,°c,0.362,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2017,2017,°c,1.615,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2018,2018,°c,1.271,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2019,2019,°c,0.828,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2020,2020,°c,0.886,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2021,2021,°c,0.904,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2022,2022,°c,0.525,E,Estimated value
ET,Temperature change on land,858,Uruguay,7271,Temperature change,7020,Meteorological year,2023,2023,°c,1.526,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1961,1961,°c,1.288,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1962,1962,°c,1.799,E,Estimated value
